RouteId,RouteVarId,StopId,Code,Name,StopType,Zone,Ward,AddressNo,Street,SupportDisability,Status,Lng,Lat,Search,Routes
126,1,1197,Q7 068,Cầu Kinh Tẻ,Nhà chờ,Quận 7,Phường Tân Hưng,44/7,Nguyễn Hữu Thọ,,Đang khai thác,106.70203,10.747496,CKT 44/7 NHT,"123, 124, 139, 140, 38, 72, 86"
126,1,1201,Q7 069,Ngã 3 Tân Quy,Nhà chờ,Quận 7,Phường Tân Hưng,2,Nguyễn Hữu Thọ,,Đang khai thác,106.701472,10.744134,N3TQ 2 NHT,"123, 124, 140, 68, 72, 86"
126,1,1199,Q7 070,Siêu thị Lotte,Nhà chờ,Quận 7,Phường Tân Hưng,Đối diện siêu thị Lotte,Nguyễn Hữu Thọ,,Đang khai thác,106.700946,10.741198,StL DdstL NHT,"123, 124, 140, 68, 72, 86"
126,1,1202,Q7 071,Đại học Cảnh sát,Trụ dừng,Quận 7,Phường Tân Phong,Đối diện B10,Nguyễn Hữu Thọ,,Đang khai thác,106.699852,10.734573,DhCs DdB NHT,"123, 124, 31, 68, 72, 86"
126,1,1200,Q7 072,ĐH Tôn Đức Thắng,Nhà chờ,Quận 7,Phường Tân Phong,Đối diện 568,Nguyễn Hữu Thọ,,Đang khai thác,106.700007,10.731416,DTDT Dd568 NHT,"123, 124, 68, 72, 86"
126,1,1204,Q7 073,Trà My,Trụ dừng,Quận 7,Phường Tân Phong,645,Nguyễn Hữu Thọ,,Đang khai thác,106.700243,10.729419,TM 645 NHT,"123, 124, 68, 72, 86"
126,1,834,Q7 094,Lê Văn Lương,Trụ dừng,Quận 7,None,Cạnh 38 Lê Văn Lương,Nguyễn Văn Linh,,Đang khai thác,106.699787,10.727985,LVL C38LVL NVL,"102, 34, 86"
126,1,2797,HNB 084,Trạm xăng,Ô sơn,Huyện Nhà Bè,None,166E,Lê Văn Lương,,Đang khai thác,106.698972,10.719557,Tx 166E LVL,"86"
126,1,2796,HNB 083,Mầm non Anh Quốc,Ô sơn,Huyện Nhà Bè,None,134B,Lê Văn Lương,,Đang khai thác,106.699857,10.716853,MnAQ 134B LVL,"86"
126,1,2799,HNB 082,Đào Sư Tích,Ô sơn,Huyện Nhà Bè,None,304A,Lê Văn Lương,,Đang khai thác,106.701193,10.712937,DST 304A LVL,"110, 86"
126,1,2798,HNB 081,Ngọc Lâm,Ô sơn,Huyện Nhà Bè,Xã Phước Kiển,426,Lê Văn Lương,,Đang khai thác,106.702652,10.708304,NL 426 LVL,"110, 86"
126,1,2801,HNB 080,Bệnh viện huyện Nhà Bè,Ô sơn,Huyện Nhà Bè,None,506-508,Lê Văn Lương,,Đang khai thác,106.703484,10.70505,BvhNB 506-508 LVL,"110, 86"
126,1,2800,HNB 079,Thu Liễu,Ô sơn,Huyện Nhà Bè,Xã Phước Kiển,162,Lê Văn Lương,,Đang khai thác,106.704202,10.699886,TL 162 LVL,"110, 86"
126,1,2803,HNB 078,Phạm Hữu Lầu,Ô sơn,Huyện Nhà Bè,None,1358,Lê Văn Lương,,Đang khai thác,106.704834,10.695667,PHL 1358 LVL,"110, 86"
126,1,2802,HNB 096,Trường Nguyễn Văn Quỳ,Ô sơn,Huyện Nhà Bè,None,137,Lê Văn Lương,,Đang khai thác,106.703382,10.692474,TNVQ 137 LVL,"86"
126,1,7363,BX 19 (1),Cầu Long Kiển,Bến xe,Huyện Nhà Bè,Xã Phước Kiển,Đối diện Trường THCS Nguyễn Văn Qùy,Lê Văn Lương,Có,Đang khai thác,106.703095,10.690817,CLK DdTTNVQ LVL,"86"
128,255,35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 120, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 61-6, 65, 69, 70-3, 72, 75, 86, 88, 93, D1"
128,255,7276,Q1 190,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,277-279-275Y,Phạm Ngũ Lão,Có,Đang khai thác,106.690941,10.76767,TTT 277-279-275Y PNL,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 75, 86, 88, 93"
128,255,26,Q1 137,KTX Trần Hưng Đạo,Nhà chờ,Quận 1,None,135/40 (135),Trần Hưng Đạo,,Đang khai thác,106.694824,10.767064,KTHD 135/40( THD,"01, 139, 152, 45, 53, 56, 88"
128,255,27,Q1 138,Nguyễn Kim,Nhà chờ,Quận 1,None,71C,Trần Hưng Đạo,,Đang khai thác,106.695847,10.768327,NK 71C THD,"01, 152, 31, 38, 45, 53, 56, 61-6, 75, 86, 88"
128,255,7266,Q1 180,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm Nghi 7,Hàm Nghi,Có,Đang khai thác,106.700807,10.770896,TTctdHN HN7 HN,"01, 03, 04, 19, 56, 88"
128,255,7693,Q1 1950,Nam Kỳ Khởi Nghĩa,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,93-95,Hàm Nghi,Có,Đang khai thác,106.701354,10.770875,NKKN 93-95 HN,"01, 03, 04, 19, 88"
128,255,1256,Q1 195,Chợ Cũ,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,89A,Hàm Nghi,,Đang khai thác,106.701998,10.770811,CC 89A HN,"01, 03, 04, 152, 18, 19, 31, 36, 45, 52, 56, 61-6, 75, 86, 88, 93"
128,255,32,Q1 017,Hồ Tùng Mậu,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,67,Hàm Nghi,,Đang khai thác,106.704074,10.770722,HTM 67 HN,"01, 03, 120, 19, 20, 45, 56, 61-6, 75, 88, D1, DL01"
128,255,31,Q1 024,Bến Bạch Đằng,Nhà chờ,Quận 1,None,Bến thủy nội địa Thủ Thiêm,Tôn Đức Thắng,,Đang khai thác,106.706654,10.774094,BBD BtndTT TDT,"01, 03, 19, 45, 53, 56, 61-6, 88, D1, DL01"
128,255,1092,Q1 0250,Bảo tàng Tôn Đức Thắng,Ô sơn,Quận 1,Phường Bến Nghé,Đối diện số 5,Tôn Đức Thắng,,Đang khai thác,106.707115,10.777367,BtTDT Dds5 TDT,"56, 61-6, 88"
128,255,1093,Q1 026,Ngô Văn Năm,Ô sơn,Quận 1,Phường Bến Nghé,Đối diện số 3C,Tôn Đức Thắng,,Đang khai thác,106.707818,10.779949,NVN Dds3C TDT,"56, 61-6, 88"
128,255,1094,Q1 027,Ba Son,Ô sơn,Quận 1,None,2,Tôn Đức Thắng,,Đang khai thác,106.706922,10.781804,BS 2 TDT,"56, 61-6, 88"
128,255,2572,Q1 032,Nguyễn Hữu Cảnh,Trụ dừng,Quận 1,None,Cây xanh số 17,Nguyễn Hữu Cảnh,,Đang khai thác,106.707222,10.78328,NHC Cxs17 NHC,"44, 53, 56, 88"
128,255,2573,Q1 033,Mầm non Hoa Lư,Trụ dừng,Quận 1,None,2A,Nguyễn Hữu Cảnh,,Đang khai thác,106.708628,10.785077,MnHL 2A NHC,"30, 44, 56, 88"
128,255,2579,QBTH 077,Hồ Bơi Hải Quân,Trụ dừng,Quận Bình Thạnh,None,18,Nguyễn Hữu Cảnh,,Đang khai thác,106.710779,10.789113,HBHQ 18 NHC,"30, 44, 56, 88"
128,255,2939,Q2 001,Trần Não,Ô sơn,Quận 2,None,8B,Lương Định Của,,Đang khai thác,106.730418,10.785556,TN 8B LDC,"43, 88"
128,255,2941,Q2 002,Đình Bình Khánh,Trụ dừng,Quận 2,None,6/4,Lương Định Của,,Đang khai thác,106.732553,10.786663,DBK 6/4 LDC,"43, 88"
128,255,3990,Q2 003,Đường Số 8,Biển treo,Quận 2,None,Đối diện 21/2,Lương Định Của,,Đang khai thác,106.736094,10.788528,DS8 Dd21/2 LDC,"43, 88"
128,255,3995,Q2 004,Chùa Huệ Nghiêm,Trụ dừng,Quận 2,Phường An Phú,Đối diện 22/4B,Lương Định Của,,Đang khai thác,106.738856,10.789487,CHN Dd22/4B LDC,"43, 88"
128,255,3991,Q2 005,Cầu Ông Tranh,Trụ dừng,Quận 2,None,Cột điện UEB33,Lương Định Của,,Đang khai thác,106.741667,10.790099,COT CdU LDC,"43, 88"
128,255,2944,Q2 006,Siêu thị Chợ Lớn,Trụ dừng,Quận 2,None,Cột điện UEB38A,Lương Định Của,,Đang khai thác,106.744548,10.79072,StCL CdU LDC,"43, 88"
128,255,2945,Q2 007,Phòng Đào tạo Quận 2,Biển treo,Quận 2,None,Đối diện 369A,Lương Định Của,,Đang khai thác,106.749902,10.791917,PDtQ2 Dd369A LDC,"43, 88"
128,255,3998,Q2 047,Trường Giồng Ông tố,Ô sơn,Quận 2,None,112-114,Nguyễn Duy Trinh,,Đang khai thác,106.758804,10.787994,TGOt 112-114 NDT,"88"
128,255,4000,Q2 048,Nhà thiếu nhi Quận 2,Nhà chờ,Quận 2,None,Nhà thiếu nhi Quận 2,Nguyễn Duy Trinh,,Đang khai thác,106.762085,10.787743,NtnQ2 NtnQ2 NDT,"88"
128,255,3993,Q2 049,Công ty Bình An,Trụ dừng,Quận 2,None,246,Nguyễn Duy Trinh,,Đang khai thác,106.76458,10.787539,CtBA 246 NDT,"88"
128,255,4002,Q2 050,Lê Văn Thịnh,Trụ dừng,Quận 2,None,396A (400),Nguyễn Duy Trinh,,Đang khai thác,106.77021,10.788514,LVT 396A( NDT,"29, 88"
128,255,4004,Q2 051,Nhà Sách Nguyễn Văn Cừ,Trụ dừng,Quận 2,None,476-480,Nguyễn Duy Trinh,,Đang khai thác,106.772842,10.788264,NSNVC 476-480 NDT,"29, 88"
128,255,3996,Q2 052,Đường số 6,Trụ dừng,Quận 2,None,546-548,Nguyễn Duy Trinh,,Đang khai thác,106.7752,10.788046,Ds6 546-548 NDT,"29, 88"
128,255,3997,Q2 053,Trường Nguyễn Văn Trỗi,Ô sơn,Quận 2,None,630,Nguyễn Duy Trinh,,Đang khai thác,106.778122,10.788806,TNVT 630 NDT,"29, 88"
128,255,4006,Q2 054,Đỗ Xuân Hợp,Trụ dừng,Quận 2,None,672-674,Nguyễn Duy Trinh,,Đang khai thác,106.779427,10.789444,DXH 672-674 NDT,"29, 88"
128,255,4008,Q9 179,Ngã 3 Đỗ Xuân Hợp,Trụ dừng,Quận 9,None,754-756,Nguyễn Duy Trinh,,Đang khai thác,106.782153,10.790394,N3DXH 754-756 NDT,"88"
128,255,3999,Q9 178,Công ty Thành Công,Trụ dừng,Quận 9,None,Đối diện 763,Nguyễn Duy Trinh,,Đang khai thác,106.784744,10.790518,CtTC Dd763 NDT,"88"
128,255,4010,Q9 177,cầu Xây Dựng,Trụ dừng,Quận 9,Phường Phú Hữu,Đối diện 785 (Cột điện EB67),Nguyễn Duy Trinh,,Đang khai thác,106.788322,10.790678,cXD Dd785(dE NDT,"88"
128,255,4001,Q9 176,Vành đai trong,Ô sơn,Quận 9,Phường Phú Hữu,36,Nguyễn Duy Trinh,,Đang khai thác,106.790736,10.790784,Vdt 36 NDT,"88"
128,255,4003,Q9 175,Trường Hoa Hồng Đỏ,Trụ dừng,Quận 9,Phường Phú Hữu,816-816A,Nguyễn Duy Trinh,,Đang khai thác,106.794258,10.791008,THHD 816-816A NDT,"88"
128,255,4012,Q9 174,UBND P.Phú Hữu,Ô sơn,Quận 9,Phường Phú Hữu,846-848,Nguyễn Duy Trinh,,Đang khai thác,106.798019,10.791205,UPH 846-848 NDT,"88"
128,255,4005,Q9 173,Nhà Thờ Phú Hữu,Ô sơn,Quận 9,Phường Phú Hữu,916-918,Nguyễn Duy Trinh,,Đang khai thác,106.800596,10.791374,NTPH 916-918 NDT,"88"
128,255,4014,Q9 172,Cầu Huyện Thanh,Trụ dừng,Quận 9,Phường Phú Hữu,976B (Kế 976),Nguyễn Duy Trinh,,Đang khai thác,106.803943,10.791969,CHT 976B(976) NDT,"88"
128,255,4007,Q9 171,Cao Tốc Dầu Giây,Trụ dừng,Quận 9,None,992,Nguyễn Duy Trinh,,Đang khai thác,106.807172,10.793239,CTDG 992 NDT,"88"
128,255,4009,Q9 170,Đường Số 1,Trụ dừng,Quận 9,None,1042,Nguyễn Duy Trinh,,Đang khai thác,106.808846,10.799141,DS1 1042 NDT,"88"
128,255,4011,Q9 169,Trường Long Trường,Trụ dừng,Quận 9,None,1136 - 1142,Nguyễn Duy Trinh,,Đang khai thác,106.811668,10.801476,TLT 1136-1142 NDT,"88"
128,255,4013,Q9 168,Đường Số 6,Trụ dừng,Quận 9,None,1236,Nguyễn Duy Trinh,,Đang khai thác,106.814781,10.803749,DS6 1236 NDT,"88"
128,255,4016,Q9 167,UBND phường Long Trường,Trụ dừng,Quận 9,None,1392,Nguyễn Duy Trinh,,Đang khai thác,106.816673,10.805082,UpLT 1392 NDT,"88"
128,255,1516,Q9 166,Chợ Long Trường,Trụ dừng,Quận 9,Phường Long Trường,Chợ Long Trường,Nguyễn Duy Trinh,,Đang khai thác,106.821106,10.806039,CLT CLT NDT,"141, 88"
128,255,4130,Q9 165,Ngã ba Tam Đa,Trụ dừng,Quận 9,Phường Long Trường,1610-1612,Nguyễn Duy Trinh,,Đang khai thác,106.826604,10.807619,NbTD 1610-1612 NDT,"88"
128,255,4017,Q9 164,Trạm y tế,Trụ dừng,Quận 9,None,1786 (Đối diện Trạm y tế),Nguyễn Duy Trinh,,Đang khai thác,106.830009,10.809566,Tyt 1786(dTyt NDT,"88"
128,255,4018,Q9 163,Cầu Võ Khế,Trụ dừng,Quận 9,Phường Long Trường,1732-1734,Nguyễn Duy Trinh,,Đang khai thác,106.832054,10.810623,CVK 1732-1734 NDT,"88"
128,255,3761,Q9  123,Ngã ba Long Thuận,Trụ dừng,Quận 9,Phường Trường Thạnh,14 (Cột điện 6),Long Thuận,,Đang khai thác,106.834999,10.814425,NbLT 14(d6) LT,"76, 88"
128,255,3763,Q9  124,Cầu Trường Phước,Trụ dừng,Quận 9,Phường Long Phước,Cột điện T27C (116/A),Long Thuận,,Đang khai thác,106.843163,10.811874,CTP CdT( LT,"76, 88"
128,255,3762,Q9 125,phim trường,Trụ dừng,Quận 9,Phường Long Phước,Cột điện T45C (CĐ PDA40),Long Thuận,,Đang khai thác,106.84671,10.811287,pt CdT(P LT,"76, 88"
128,255,3764,Q9 126,Trại nhím,Trụ dừng,Quận 9,Phường Long Phước,216-218 (220),Long Thuận,,Đang khai thác,106.853827,10.811619,Tn 216-218( LT,"76, 88"
128,255,3766,Q9 127,Ngã ba Long Phước,Trụ dừng,Quận 9,Phường Long Phước,322-324,Long Thuận,,Đang khai thác,106.859035,10.811961,NbLP 322-324 LT,"76, 88"
128,255,3765,Q9 128,Trường tiểu học Long Phước,Ô sơn,Quận 9,Phường Long Phước,Trường MN Long Phước,Long Phước,,Đang khai thác,106.859474,10.811131,TthLP TMLP LP,"76, 88"
128,255,4019,BX27,Chợ Long Phước,Bến xe,Quận 9,None,ĐẦU BẾN CHỢ LONG PHƯỚC,Long Phước,,Đang khai thác,106.85936,10.808298,CLP DBCLP LP,"88"
128,256,4019,BX27,Chợ Long Phước,Bến xe,Quận 9,None,ĐẦU BẾN CHỢ LONG PHƯỚC,Long Phước,,Đang khai thác,106.85936,10.808298,CLP DBCLP LP,"88"
128,256,3694,Q9 133,Nhà bia tưởng niệm,Trụ dừng,Quận 9,Phường Long Phước,Trạm y tế ,Long Phước,,Đang khai thác,106.859411,10.81038,Nbtn Tyt LP,"76, 88"
128,256,3696,Q9 134,Ngã 3 Long Phước,Trụ dừng,Quận 9,Phường Long Phước,281,Long Thuận,,Đang khai thác,106.859041,10.812077,N3LP 281 LT,"76, 88"
128,256,3698,Q9 135,Trại nhím,Trụ dừng,Quận 9,Phường Long Phước,Đối diện 216,Long Thuận,,Đang khai thác,106.853371,10.811729,Tn Dd216 LT,"76, 88"
128,256,3697,Q9 136,phim trường,Trụ dừng,Quận 9,Phường Long Phước,Đối diện 168,Long Thuận,,Đang khai thác,106.846359,10.81146,pt Dd168 LT,"76, 88"
128,256,3700,Q9 137,Cầu Trường Phước,Trụ dừng,Quận 9,Phường Long Phước,Đối diện CĐ T26C (Đối diện 116/A),Long Thuận,,Đang khai thác,106.842964,10.812019,CTP DdCT(d116/A) LT,"76, 88"
128,256,3699,Q9 138,Ngã ba Long Thuận,Trụ dừng,Quận 9,Phường Trường Thạnh,17 (51),Long Thuận,,Đang khai thác,106.835384,10.814622,NbLT 17( LT,"76, 88"
128,256,4047,Q9 164,Cầu Võ Khế,Trụ dừng,Quận 9,None,1757-1759,Nguyễn Duy Trinh,,Đang khai thác,106.83172,10.810649,CVK 1757-1759 NDT,"88"
128,256,4043,Q9 163,Trạm y tế,Trụ dừng,Quận 9,None,Trạm y tế,Nguyễn Duy Trinh,,Đang khai thác,106.829612,10.809522,Tyt Tyt NDT,"88"
128,256,4015,Q9  162,Ngã 3 Tam Đa,Trụ dừng,Quận 9,None,1565,Nguyễn Duy Trinh,,Đang khai thác,106.826511,10.807756,N3TD 1565 NDT,"88"
128,256,1518,Q9 161,Chợ Long Trường,Trụ dừng,Quận 9,None,1497 (Đối diện Chợ Long Trường),Nguyễn Duy Trinh,,Đang khai thác,106.821077,10.806213,CLT 1497(dCLT NDT,"141, 88"
128,256,4046,Q9 163,UBND phường Long Trường,Trụ dừng,Quận 9,None,UBND phường Long Trường,Nguyễn Duy Trinh,,Đang khai thác,106.816721,10.805327,UpLT UpLT NDT,"88"
128,256,4044,Q9 162,Đường Số 6,Trụ dừng,Quận 9,Phường Long Trường,1251-1253,Nguyễn Duy Trinh,,Đang khai thác,106.814532,10.803857,DS6 1251-1253 NDT,"88"
128,256,4048,Q9  161,Trường Long Trường,Trụ dừng,Quận 9,None,1153,Nguyễn Duy Trinh,,Đang khai thác,106.811973,10.801997,TLT 1153 NDT,"88"
128,256,4049,Q9 160,Đường Số 1,Ô sơn,Quận 9,None,1087-1091,Nguyễn Duy Trinh,,Đang khai thác,106.809082,10.799568,DS1 1087-1091 NDT,"88"
128,256,4051,Q9 159,Cao Tốc Dầu Giây,Trụ dừng,Quận 9,None,1003 (999),Nguyễn Duy Trinh,,Đang khai thác,106.807167,10.794067,CTDG 1003( NDT,"88"
128,256,4050,Q9 158,Cầu Huyện Thanh,Trụ dừng,Quận 9,None,180A (Kế 981C),Nguyễn Duy Trinh,,Đang khai thác,106.804233,10.792222,CHT 180A(981C) NDT,"88"
128,256,4054,Q9 157,Nhà Thờ Phú Hữu,Ô sơn,Quận 9,None,933-935-937,Nguyễn Duy Trinh,,Đang khai thác,106.800311,10.791521,NTPH 933-935-937 NDT,"88"
128,256,4052,Q9 156,UBND P.Phú Hữu,Trụ dừng,Quận 9,None,877,Nguyễn Duy Trinh,,Đang khai thác,106.79786,10.791405,UPH 877 NDT,"88"
128,256,4053,Q9 155,Trường Hoa Hồng Đỏ,Trụ dừng,Quận 9,None,835,Nguyễn Duy Trinh,,Đang khai thác,106.794625,10.791205,THHD 835 NDT,"88"
128,256,4055,Q9 154,vành đai trong,Ô sơn,Quận 9,None,vòng xoay cao tốc (817),Nguyễn Duy Trinh,,Đang khai thác,106.790682,10.790968,vdt vxct( NDT,"88"
128,256,4056,Q9 153,Cầu xây dựng,Trụ dừng,Quận 9,None,785,Nguyễn Duy Trinh,,Đang khai thác,106.788027,10.790826,Cxd 785 NDT,"88"
128,256,4059,Q9 152,Công ty Thành Công,Trụ dừng,Quận 9,None,765,Nguyễn Duy Trinh,,Đang khai thác,106.784459,10.790662,CtTC 765 NDT,"88"
128,256,4057,Q9 151,Ngã 3 Đỗ Xuân Hợp,Trụ dừng,Quận 9,None,741D-741H,Nguyễn Duy Trinh,,Đang khai thác,106.782281,10.790562,N3DXH 741D-741H NDT,"88"
128,256,4062,Q2 055,Đỗ Xuân Hợp,Ô sơn,Quận 2,None,953-955,Nguyễn Duy Trinh,,Đang khai thác,106.779674,10.789751,DXH 953-955 NDT,"29, 88"
128,256,4058,Q2 056,Trường Nguyễn Văn Trỗi,Trụ dừng,Quận 2,None,885/15 (Đối diện 618),Nguyễn Duy Trinh,,Đang khai thác,106.777557,10.788671,TNVT 885/15(d618) NDT,"29, 88"
128,256,4064,Q2 057,Đường số 6,Trụ dừng,Quận 2,None,671-673,Nguyễn Duy Trinh,,Đang khai thác,106.775613,10.78818,Ds6 671-673 NDT,"29, 88"
128,256,4066,Q2 058,Nhà Sách Nguyễn Văn Cừ,Trụ dừng,Quận 2,None,587-589,Nguyễn Duy Trinh,,Đang khai thác,106.773167,10.788402,NSNVC 587-589 NDT,"29, 88"
128,256,4068,Q2 059,Lê Văn Thịnh,Trụ dừng,Quận 2,None,537-537D,Nguyễn Duy Trinh,,Đang khai thác,106.770764,10.788639,LVT 537-537D NDT,"29, 88"
128,256,4060,Q2 060,Công ty Bình An,Trụ dừng,Quận 2,None,305,Nguyễn Duy Trinh,,Đang khai thác,106.765501,10.787859,CtBA 305 NDT,"88"
128,256,4061,Q2 061,Nhà thiếu nhi Quận 2,Trụ dừng,Quận 2,None,201,Nguyễn Duy Trinh,,Đang khai thác,106.761909,10.787904,NtnQ2 201 NDT,"88"
128,256,4063,Q2 062,Trường Giồng Ông Tố,Trụ dừng,Quận 2,None,101-105,Nguyễn Duy Trinh,,Đang khai thác,106.75849,10.788291,TGOT 101-105 NDT,"88"
128,256,2977,Q2 008,Phòng Đào tạo Quận 2,Biển treo,Quận 2,None,365A,Lương Định Của,,Đang khai thác,106.749424,10.791985,PDtQ2 365A LDC,"43, 88"
128,256,2980,Q2 009,Siêu thị Chợ Lớn,Trụ dừng,Quận 2,None,Đối diện siêu thị điện máy Chợ Lớn,Lương Định Của,,Đang khai thác,106.745251,10.791052,StCL DdstdmCL LDC,"43, 88"
128,256,4065,Q2 010,Cầu Ông Tranh,Trụ dừng,Quận 2,None,333,Lương Định Của,,Đang khai thác,106.741211,10.790178,COT 333 LDC,"43, 88"
128,256,4070,Q2 011,Chùa Huệ Nghiêm,Trụ dừng,Quận 2,None,Kế 22/4B,Lương Định Của,,Đang khai thác,106.738459,10.789572,CHN K22/4B LDC,"43, 88"
128,256,2981,Q2 012,Đường số 8,Biển treo,Quận 2,None,Cột điện UD21,Lương Định Của,,Đang khai thác,106.735268,10.788312,Ds8 CdU LDC,"43, 88"
128,256,2984,Q2 013,Đình Bình Khánh,Trụ dừng,Quận 2,None,16/2,Lương Định Của,,Đang khai thác,106.73295,10.78709,DBK 16/2 LDC,"43, 88"
128,256,2983,Q2 014,Trần Não,Ô sơn,Quận 2,None,F2,Lương Định Của,,Đang khai thác,106.730072,10.785555,TN F LDC,"43, 88"
128,256,2702,QBTH 076,Hồ Bơi Hải Quân,Trụ dừng,Quận Bình Thạnh,None,22,Nguyễn Hữu Cảnh,,Đang khai thác,106.710522,10.789477,HBHQ 22 NHC,"30, 44, 56, 88"
128,256,2703,Q1 034,Mầm non Hoa Lư,Nhà chờ,Quận 1,None,1,Nguyễn Hữu Cảnh,,Đang khai thác,106.707555,10.784149,MnHL 1 NHC,"30, 44, 53, 56, 88"
128,256,1192,Q1 030,Ngô Văn Năm,Trụ dừng,Quận 1,None,3C,Tôn Đức Thắng,,Đang khai thác,106.707609,10.779807,NVN 3C TDT,"56, 61-6, 88"
128,256,79,Q1 031,Bến Bạch Đằng,Trụ dừng,Quận 1,None,21,Tôn Đức Thắng,,Đang khai thác,106.706359,10.773299,BBD 21 TDT,"01, 03, 120, 19, 45, 53, 56, 61-6, 88, D1, DL01"
128,256,76,Q1 020,Cục Hải Quan Thành Phố,Nhà chờ,Quận 1,Phường Bến Nghé,2-4,Hàm Nghi,,Đang khai thác,106.705549,10.770885,CHQTP 2-4 HN,"01, 03, 123, 124, 19, 45, 56, 61-6, 88, D1"
128,256,3691,Q1 193,Chợ Cũ,Nhà chờ,Quận 1,Phường Bến Nghé,84,Hàm Nghi,,Đang khai thác,106.703108,10.771006,CC 84 HN,"01, 03, 19, 45, 56, 86, 88"
128,256,2028,Q1 194,Trường Cao Thắng,Nhà chờ,Quận 1,Phường Bến Nghé,Trường Cao Thắng,Hàm Nghi,,Đang khai thác,106.701853,10.771043,TCT TCT HN,"01, 03, 102, 19, 20, 34, 38, 39, 45, 56, 75, 86, 88"
128,256,7269,Q1 183,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Bến Thành,Hàm Nghi 8,Hàm Nghi,Có,Đang khai thác,106.699492,10.77117,TTctdHN HN8 HN,"03, 19, 56, 88"
128,256,7273,Q1 187,Khách sạn New World,Ô sơn,Quận 1,Phường Bến Thành,Đối diện cây xanh số 105,Lê Lai,Có,Đang khai thác,106.695946,10.770964,KsNW Ddcxs105 LL,"03, 04, 102, 109, 18, 19, 20, 34, 36, 39, 52, 75, 86, 88, 93"
128,256,7274,Q1 188,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Bến Thành,94-96,Lê Lai,Có,Đang khai thác,106.693495,10.769952,NTN 94-96 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93"
128,256,7275,Q1 189,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Bến Thành,202-204,Lê Lai,Có,Đang khai thác,106.690469,10.768761,TTT 202-204 LL,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 86, 88, 93"
128,256,35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 120, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 61-6, 65, 69, 70-3, 72, 75, 86, 88, 93, D1"
133,2,7695,BX 33,Bến xe Miền Đông mới,Bến xe,Quận 9,Phường Long Bình,Bến xe Miền Đông mới,Quốc lộ 1,Có,Đang khai thác,106.814865,10.880405,BxMDm BxMDm Ql1,"55, 76, 93"
133,2,3742,Q9 267,Đường Hoàng Hữu Nam,Trụ dừng,Quận 9,Phường Long Bình,373,Hoàng Hữu Nam,,Đang khai thác,106.814125,10.871176,DHHN 373 HHN,"55, 76, 93"
133,2,3745,Q9 059,Ngã ba Lâm Viên 1,Trụ dừng,Quận 9,Phường Tân Phú,Đối diện 100,D400,,Tạm ngưng khai thác,106.812386,10.870689,NbLV1 Dd100 D,"55, 76, 93"
133,2,3744,Q9 060,Nghĩa trang liệt sĩ Tp.HCM,Trụ dừng,Quận 9,Phường Tân Phú,Đối diện 28,D400,,Đang khai thác,106.809345,10.871408,NtlsT Dd28 D,"55, 76, 93"
133,2,574,QTD 177,Khu DL Suối Tiên,Nhà chờ,Quận Thủ Đức,Phường Linh Trung,9/29,Quốc lộ 1,,Đang khai thác,106.801116,10.86605,KDST 9/29 Ql1,"08, 10, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 60-4, 76, 93, 99"
133,2,2145,QTD 179,Thảo Nguyên,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,35B,Quốc lộ 1,,Đang khai thác,106.793938,10.865335,TN 35B Ql1,"19, 33, 50, 60-2, 93"
133,2,500,QTD 180,Đại học Nông Lâm,Trụ dừng,Quận Thủ Đức,Phường Linh Trung,85 (Đối diện 1026-1028),Quốc lộ 1,,Đang khai thác,106.791101,10.866961,DhNL 85(d1026-1028) Ql1,"06, 19, 33, 50, 60-1, 60-2, 93"
